dataset, annotation, gse, species, entity, technology, type, samples, duplicates, disease, child node, parent node,
http://dataome.mensxmachina.org/data/Homo sapiens/GPL96/GSE22762.csv, http://dataome.mensxmachina.org/data/Homo sapiens/GPL96/GSE22762_Annot.csv, GSE22762, Homo sapiens, Gene expression, GPL96, in situ oligonucleotide,44, GSE25571, chronic lymphocytic leukemia, cancer, disease of cellular proliferation,
http://dataome.mensxmachina.org/data/Homo sapiens/GPL96/GSE22886.csv, http://dataome.mensxmachina.org/data/Homo sapiens/GPL96/GSE22886_Annot.csv, GSE22886, Homo sapiens, Gene expression, GPL96, in situ oligonucleotide,114, , immune system disease, , ,
http://dataome.mensxmachina.org/data/Homo sapiens/GPL96/GSE2328.csv, http://dataome.mensxmachina.org/data/Homo sapiens/GPL96/GSE2328_Annot.csv, GSE2328, Homo sapiens, Gene expression, GPL96, in situ oligonucleotide,79, GSE3284 GSE5580, , , ,
http://dataome.mensxmachina.org/data/Homo sapiens/GPL96/GSE23400.csv, http://dataome.mensxmachina.org/data/Homo sapiens/GPL96/GSE23400_Annot.csv, GSE23400, Homo sapiens, Gene expression, GPL96, in situ oligonucleotide,106, , , cancer, disease of cellular proliferation,
http://dataome.mensxmachina.org/data/Homo sapiens/GPL96/GSE2351.csv, http://dataome.mensxmachina.org/data/Homo sapiens/GPL96/GSE2351_Annot.csv, GSE2351, Homo sapiens, Gene expression, GPL96, in situ oligonucleotide,129, GSE13425 GSE635 GSE643 GSE645 GSE646 GSE648 GSE650 GSE654 GSE655 GSE657 GSE659, lymphoblastic leukemia, cancer, disease of cellular proliferation,
http://dataome.mensxmachina.org/data/Homo sapiens/GPL96/GSE23603.csv, http://dataome.mensxmachina.org/data/Homo sapiens/GPL96/GSE23603_Annot.csv, GSE23603, Homo sapiens, Gene expression, GPL96, in situ oligonucleotide,28, , cancer, cancer, disease of cellular proliferation,
http://dataome.mensxmachina.org/data/Homo sapiens/GPL96/GSE2395.csv, http://dataome.mensxmachina.org/data/Homo sapiens/GPL96/GSE2395_Annot.csv, GSE2395, Homo sapiens, Gene expression, GPL96, in situ oligonucleotide,20, , cystic fibrosis, monogenic disease, genetic disease,
http://dataome.mensxmachina.org/data/Homo sapiens/GPL96/GSE23988.csv, http://dataome.mensxmachina.org/data/Homo sapiens/GPL96/GSE23988_Annot.csv, GSE23988, Homo sapiens, Gene expression, GPL96, in situ oligonucleotide,61, GSE42822, breast cancer, cancer, disease of cellular proliferation,
http://dataome.mensxmachina.org/data/Homo sapiens/GPL96/GSE24185.csv, http://dataome.mensxmachina.org/data/Homo sapiens/GPL96/GSE24185_Annot.csv, GSE24185, Homo sapiens, Gene expression, GPL96, in situ oligonucleotide,103, GSE46928, breast cancer, cancer, disease of cellular proliferation,
http://dataome.mensxmachina.org/data/Homo sapiens/GPL96/GSE24427.csv, http://dataome.mensxmachina.org/data/Homo sapiens/GPL96/GSE24427_Annot.csv, GSE24427, Homo sapiens, Gene expression, GPL96, in situ oligonucleotide,125, , multiple sclerosis, nervous system disease, disease of anatomical entity,
http://dataome.mensxmachina.org/data/Homo sapiens/GPL96/GSE24514.csv, http://dataome.mensxmachina.org/data/Homo sapiens/GPL96/GSE24514_Annot.csv, GSE24514, Homo sapiens, Gene expression, GPL96, in situ oligonucleotide,49, , colorectal cancer, cancer, disease of cellular proliferation,
http://dataome.mensxmachina.org/data/Homo sapiens/GPL96/GSE24634.csv, http://dataome.mensxmachina.org/data/Homo sapiens/GPL96/GSE24634_Annot.csv, GSE24634, Homo sapiens, Gene expression, GPL96, in situ oligonucleotide,50, , immune system disease, , ,
http://dataome.mensxmachina.org/data/Homo sapiens/GPL96/GSE25011.csv, http://dataome.mensxmachina.org/data/Homo sapiens/GPL96/GSE25011_Annot.csv, GSE25011, Homo sapiens, Gene expression, GPL96, in situ oligonucleotide,86, , breast cancer, cancer, disease of cellular proliferation,
http://dataome.mensxmachina.org/data/Homo sapiens/GPL96/GSE25055.csv, http://dataome.mensxmachina.org/data/Homo sapiens/GPL96/GSE25055_Annot.csv, GSE25055, Homo sapiens, Gene expression, GPL96, in situ oligonucleotide,310, GSE16716 GSE20194 GSE20271 GSE22597 GSE25066 GSE32518, breast cancer, cancer, disease of cellular proliferation,
http://dataome.mensxmachina.org/data/Homo sapiens/GPL96/GSE25065.csv, http://dataome.mensxmachina.org/data/Homo sapiens/GPL96/GSE25065_Annot.csv, GSE25065, Homo sapiens, Gene expression, GPL96, in situ oligonucleotide,198, GSE25066, breast cancer, cancer, disease of cellular proliferation,
http://dataome.mensxmachina.org/data/Homo sapiens/GPL96/GSE25066.csv, http://dataome.mensxmachina.org/data/Homo sapiens/GPL96/GSE25066_Annot.csv, GSE25066, Homo sapiens, Gene expression, GPL96, in situ oligonucleotide,508, GSE16716 GSE20194 GSE20271 GSE22597 GSE25055 GSE25065 GSE32518, breast cancer, cancer, disease of cellular proliferation,
http://dataome.mensxmachina.org/data/Homo sapiens/GPL96/GSE25136.csv, http://dataome.mensxmachina.org/data/Homo sapiens/GPL96/GSE25136_Annot.csv, GSE25136, Homo sapiens, Gene expression, GPL96, in situ oligonucleotide,79, , prostate cancer, cancer, disease of cellular proliferation,
http://dataome.mensxmachina.org/data/Homo sapiens/GPL96/GSE25571.csv, http://dataome.mensxmachina.org/data/Homo sapiens/GPL96/GSE25571_Annot.csv, GSE25571, Homo sapiens, Gene expression, GPL96, in situ oligonucleotide,45, GSE22762, chronic lymphocytic leukemia, cancer, disease of cellular proliferation,
http://dataome.mensxmachina.org/data/Homo sapiens/GPL96/GSE2603.csv, http://dataome.mensxmachina.org/data/Homo sapiens/GPL96/GSE2603_Annot.csv, GSE2603, Homo sapiens, Gene expression, GPL96, in situ oligonucleotide,121, GSE68892, breast cancer, cancer, disease of cellular proliferation,
http://dataome.mensxmachina.org/data/Homo sapiens/GPL96/GSE26281.csv, http://dataome.mensxmachina.org/data/Homo sapiens/GPL96/GSE26281_Annot.csv, GSE26281, Homo sapiens, Gene expression, GPL96, in situ oligonucleotide,154, GSE10255 GSE17195 GSE28497 GSE33315 GSE66702 GSE66708 GSE8879, lymphoblastic leukemia, cancer, disease of cellular proliferation,
http://dataome.mensxmachina.org/data/Homo sapiens/GPL96/GSE26682.csv, http://dataome.mensxmachina.org/data/Homo sapiens/GPL96/GSE26682_Annot.csv, GSE26682, Homo sapiens, Gene expression, GPL96, in situ oligonucleotide,155, , colorectal cancer, cancer, disease of cellular proliferation,
http://dataome.mensxmachina.org/data/Homo sapiens/GPL96/GSE26712.csv, http://dataome.mensxmachina.org/data/Homo sapiens/GPL96/GSE26712_Annot.csv, GSE26712, Homo sapiens, Gene expression, GPL96, in situ oligonucleotide,195, GSE27943 GSE28015, ovarian cancer, cancer, disease of cellular proliferation,
http://dataome.mensxmachina.org/data/Homo sapiens/GPL96/GSE26971.csv, http://dataome.mensxmachina.org/data/Homo sapiens/GPL96/GSE26971_Annot.csv, GSE26971, Homo sapiens, Gene expression, GPL96, in situ oligonucleotide,277, GSE31519 GSE4611, colorectal cancer, cancer, disease of cellular proliferation,
http://dataome.mensxmachina.org/data/Homo sapiens/GPL96/GSE27020.csv, http://dataome.mensxmachina.org/data/Homo sapiens/GPL96/GSE27020_Annot.csv, GSE27020, Homo sapiens, Gene expression, GPL96, in situ oligonucleotide,109, , laryngeal cancer, cancer, disease of cellular proliferation,
http://dataome.mensxmachina.org/data/Homo sapiens/GPL96/GSE27155.csv, http://dataome.mensxmachina.org/data/Homo sapiens/GPL96/GSE27155_Annot.csv, GSE27155, Homo sapiens, Gene expression, GPL96, in situ oligonucleotide,99, , thyroid cancer, cancer, disease of cellular proliferation,
http://dataome.mensxmachina.org/data/Homo sapiens/GPL96/GSE2770.csv, http://dataome.mensxmachina.org/data/Homo sapiens/GPL96/GSE2770_Annot.csv, GSE2770, Homo sapiens, Gene expression, GPL96, in situ oligonucleotide,34, , , , ,
http://dataome.mensxmachina.org/data/Homo sapiens/GPL96/GSE27943.csv, http://dataome.mensxmachina.org/data/Homo sapiens/GPL96/GSE27943_Annot.csv, GSE27943, Homo sapiens, Gene expression, GPL96, in situ oligonucleotide,46, GSE26712 GSE28015, ovarian cancer, cancer, disease of cellular proliferation,
http://dataome.mensxmachina.org/data/Homo sapiens/GPL96/GSE28015.csv, http://dataome.mensxmachina.org/data/Homo sapiens/GPL96/GSE28015_Annot.csv, GSE28015, Homo sapiens, Gene expression, GPL96, in situ oligonucleotide,46, GSE26712 GSE27943, ovarian cancer, cancer, disease of cellular proliferation,
http://dataome.mensxmachina.org/data/Homo sapiens/GPL96/GSE2841.csv, http://dataome.mensxmachina.org/data/Homo sapiens/GPL96/GSE2841_Annot.csv, GSE2841, Homo sapiens, Gene expression, GPL96, in situ oligonucleotide,75, GSE19987, paraganglioma, cancer, disease of cellular proliferation,
http://dataome.mensxmachina.org/data/Homo sapiens/GPL96/GSE28497.csv, http://dataome.mensxmachina.org/data/Homo sapiens/GPL96/GSE28497_Annot.csv, GSE28497, Homo sapiens, Gene expression, GPL96, in situ oligonucleotide,288, GSE10255 GSE17195 GSE26281 GSE33315 GSE66702 GSE66708 GSE8879, lymphoblastic leukemia, cancer, disease of cellular proliferation,
http://dataome.mensxmachina.org/data/Homo sapiens/GPL96/GSE29211.csv, http://dataome.mensxmachina.org/data/Homo sapiens/GPL96/GSE29211_Annot.csv, GSE29211, Homo sapiens, Gene expression, GPL96, in situ oligonucleotide,53, GSE29354, papillary adenoma, benign neoplasm, disease of cellular proliferation,
http://dataome.mensxmachina.org/data/Homo sapiens/GPL96/GSE29272.csv, http://dataome.mensxmachina.org/data/Homo sapiens/GPL96/GSE29272_Annot.csv, GSE29272, Homo sapiens, Gene expression, GPL96, in situ oligonucleotide,268, , , cancer, disease of cellular proliferation,
http://dataome.mensxmachina.org/data/Homo sapiens/GPL96/GSE29354.csv, http://dataome.mensxmachina.org/data/Homo sapiens/GPL96/GSE29354_Annot.csv, GSE29354, Homo sapiens, Gene expression, GPL96, in situ oligonucleotide,53, GSE29211, papillary adenoma, benign neoplasm, disease of cellular proliferation,
http://dataome.mensxmachina.org/data/Homo sapiens/GPL96/GSE30377.csv, http://dataome.mensxmachina.org/data/Homo sapiens/GPL96/GSE30377_Annot.csv, GSE30377, Homo sapiens, Gene expression, GPL96, in situ oligonucleotide,12, , acute myeloid leukemia, cancer, disease of cellular proliferation,
http://dataome.mensxmachina.org/data/Homo sapiens/GPL96/GSE30929.csv, http://dataome.mensxmachina.org/data/Homo sapiens/GPL96/GSE30929_Annot.csv, GSE30929, Homo sapiens, Gene expression, GPL96, in situ oligonucleotide,140, GSE21122 GSE21124, liposarcoma, cancer, disease of cellular proliferation,
http://dataome.mensxmachina.org/data/Homo sapiens/GPL96/GSE30946.csv, http://dataome.mensxmachina.org/data/Homo sapiens/GPL96/GSE30946_Annot.csv, GSE30946, Homo sapiens, Gene expression, GPL96, in situ oligonucleotide,55, GSE10320 GSE11482 GSE31403, clear cell sarcoma, cancer, disease of cellular proliferation,
http://dataome.mensxmachina.org/data/Homo sapiens/GPL96/GSE31403.csv, http://dataome.mensxmachina.org/data/Homo sapiens/GPL96/GSE31403_Annot.csv, GSE31403, Homo sapiens, Gene expression, GPL96, in situ oligonucleotide,224, GSE10320 GSE11482 GSE30946, renal Wilms' tumor, cancer, disease of cellular proliferation,
http://dataome.mensxmachina.org/data/Homo sapiens/GPL96/GSE31519.csv, http://dataome.mensxmachina.org/data/Homo sapiens/GPL96/GSE31519_Annot.csv, GSE31519, Homo sapiens, Gene expression, GPL96, in situ oligonucleotide,67, GSE26971 GSE4611, breast cancer, cancer, disease of cellular proliferation,
http://dataome.mensxmachina.org/data/Homo sapiens/GPL96/GSE31547.csv, http://dataome.mensxmachina.org/data/Homo sapiens/GPL96/GSE31547_Annot.csv, GSE31547, Homo sapiens, Gene expression, GPL96, in situ oligonucleotide,50, GSE31908 GSE68465, spindle cell carcinoma, cancer, disease of cellular proliferation,
http://dataome.mensxmachina.org/data/Homo sapiens/GPL96/GSE31625.csv, http://dataome.mensxmachina.org/data/Homo sapiens/GPL96/GSE31625_Annot.csv, GSE31625, Homo sapiens, Gene expression, GPL96, in situ oligonucleotide,48, , lung cancer, cancer, disease of cellular proliferation,
http://dataome.mensxmachina.org/data/Homo sapiens/GPL96/GSE3167.csv, http://dataome.mensxmachina.org/data/Homo sapiens/GPL96/GSE3167_Annot.csv, GSE3167, Homo sapiens, Gene expression, GPL96, in situ oligonucleotide,60, , bladder cancer, cancer, disease of cellular proliferation,
http://dataome.mensxmachina.org/data/Homo sapiens/GPL96/GSE31908.csv, http://dataome.mensxmachina.org/data/Homo sapiens/GPL96/GSE31908_Annot.csv, GSE31908, Homo sapiens, Gene expression, GPL96, in situ oligonucleotide,50, GSE31547 GSE68465, spindle cell carcinoma, cancer, disease of cellular proliferation,
http://dataome.mensxmachina.org/data/Homo sapiens/GPL96/GSE32072.csv, http://dataome.mensxmachina.org/data/Homo sapiens/GPL96/GSE32072_Annot.csv, GSE32072, Homo sapiens, Gene expression, GPL96, in situ oligonucleotide,50, GSE16716 GSE20194 GSE20271 GSE22093 GSE22597 GSE32518 GSE37946, cancer, cancer, disease of cellular proliferation,
http://dataome.mensxmachina.org/data/Homo sapiens/GPL96/GSE3218.csv, http://dataome.mensxmachina.org/data/Homo sapiens/GPL96/GSE3218_Annot.csv, GSE3218, Homo sapiens, Gene expression, GPL96, in situ oligonucleotide,107, GSE18155, embryonal carcinoma, cancer, disease of cellular proliferation,
http://dataome.mensxmachina.org/data/Homo sapiens/GPL96/GSE32269.csv, http://dataome.mensxmachina.org/data/Homo sapiens/GPL96/GSE32269_Annot.csv, GSE32269, Homo sapiens, Gene expression, GPL96, in situ oligonucleotide,55, , prostate cancer, cancer, disease of cellular proliferation,
http://dataome.mensxmachina.org/data/Homo sapiens/GPL96/GSE32518.csv, http://dataome.mensxmachina.org/data/Homo sapiens/GPL96/GSE32518_Annot.csv, GSE32518, Homo sapiens, Gene expression, GPL96, in situ oligonucleotide,74, GSE16716 GSE20194 GSE22093 GSE22597 GSE25055 GSE25066 GSE32072 GSE37946, cancer, cancer, disease of cellular proliferation,
http://dataome.mensxmachina.org/data/Homo sapiens/GPL96/GSE32710.csv, http://dataome.mensxmachina.org/data/Homo sapiens/GPL96/GSE32710_Annot.csv, GSE32710, Homo sapiens, Gene expression, GPL96, in situ oligonucleotide,156, , uremia, immune system disease, disease of anatomical entity,
http://dataome.mensxmachina.org/data/Homo sapiens/GPL96/GSE3284.csv, http://dataome.mensxmachina.org/data/Homo sapiens/GPL96/GSE3284_Annot.csv, GSE3284, Homo sapiens, Gene expression, GPL96, in situ oligonucleotide,46, GSE2328, benign neoplasm, benign neoplasm, disease of cellular proliferation,
http://dataome.mensxmachina.org/data/Homo sapiens/GPL96/GSE3307.csv, http://dataome.mensxmachina.org/data/Homo sapiens/GPL96/GSE3307_Annot.csv, GSE3307, Homo sapiens, Gene expression, GPL96, in situ oligonucleotide,121, , muscle disease, integumentary system disease, disease of anatomical entity,
http://dataome.mensxmachina.org/data/Homo sapiens/GPL96/GSE33116.csv, http://dataome.mensxmachina.org/data/Homo sapiens/GPL96/GSE33116_Annot.csv, GSE33116, Homo sapiens, Gene expression, GPL96, in situ oligonucleotide,203, , breast cancer, cancer, disease of cellular proliferation,
http://dataome.mensxmachina.org/data/Homo sapiens/GPL96/GSE33315.csv, http://dataome.mensxmachina.org/data/Homo sapiens/GPL96/GSE33315_Annot.csv, GSE33315, Homo sapiens, Gene expression, GPL96, in situ oligonucleotide,575, GSE10255 GSE17195 GSE26281 GSE28497 GSE43176 GSE66702 GSE66708 GSE8879, cancer, cancer, disease of cellular proliferation,
http://dataome.mensxmachina.org/data/Homo sapiens/GPL96/GSE34171.csv, http://dataome.mensxmachina.org/data/Homo sapiens/GPL96/GSE34171_Annot.csv, GSE34171, Homo sapiens, Gene expression, GPL96, in situ oligonucleotide,78, , diffuse large b cell lymphoma, cancer, disease of cellular proliferation,
http://dataome.mensxmachina.org/data/Homo sapiens/GPL96/GSE34860.csv, http://dataome.mensxmachina.org/data/Homo sapiens/GPL96/GSE34860_Annot.csv, GSE34860, Homo sapiens, Gene expression, GPL96, in situ oligonucleotide,78, , acute myeloid leukemia, cancer, disease of cellular proliferation,
http://dataome.mensxmachina.org/data/Homo sapiens/GPL96/GSE3494.csv, http://dataome.mensxmachina.org/data/Homo sapiens/GPL96/GSE3494_Annot.csv, GSE3494, Homo sapiens, Gene expression, GPL96, in situ oligonucleotide,251, GSE4922 GSE6532 GSE83232, breast cancer, cancer, disease of cellular proliferation,
http://dataome.mensxmachina.org/data/Homo sapiens/GPL96/GSE35489.csv, http://dataome.mensxmachina.org/data/Homo sapiens/GPL96/GSE35489_Annot.csv, GSE35489, Homo sapiens, Gene expression, GPL96, in situ oligonucleotide,31, , glomerulonephritis, urinary system disease, disease of anatomical entity,
http://dataome.mensxmachina.org/data/Homo sapiens/GPL96/GSE35495.csv, http://dataome.mensxmachina.org/data/Homo sapiens/GPL96/GSE35495_Annot.csv, GSE35495, Homo sapiens, Gene expression, GPL96, in situ oligonucleotide,15, , asthma, respiratory system disease, disease of anatomical entity,
http://dataome.mensxmachina.org/data/Homo sapiens/GPL96/GSE35710.csv, http://dataome.mensxmachina.org/data/Homo sapiens/GPL96/GSE35710_Annot.csv, GSE35710, Homo sapiens, Gene expression, GPL96, in situ oligonucleotide,48, , obesity, acquired metabolic disease, disease of metabolism,
http://dataome.mensxmachina.org/data/Homo sapiens/GPL96/GSE36772.csv, http://dataome.mensxmachina.org/data/Homo sapiens/GPL96/GSE36772_Annot.csv, GSE36772, Homo sapiens, Gene expression, GPL96, in situ oligonucleotide,100, GSE36774 GSE45255 GSE4922, breast carcinoma, cancer, disease of cellular proliferation,
http://dataome.mensxmachina.org/data/Homo sapiens/GPL96/GSE36773.csv, http://dataome.mensxmachina.org/data/Homo sapiens/GPL96/GSE36773_Annot.csv, GSE36773, Homo sapiens, Gene expression, GPL96, in situ oligonucleotide,49, GSE36774 GSE45255, breast carcinoma, cancer, disease of cellular proliferation,
http://dataome.mensxmachina.org/data/Homo sapiens/GPL96/GSE36774.csv, http://dataome.mensxmachina.org/data/Homo sapiens/GPL96/GSE36774_Annot.csv, GSE36774, Homo sapiens, Gene expression, GPL96, in situ oligonucleotide,149, GSE36772 GSE36773 GSE45255 GSE4922, breast carcinoma, cancer, disease of cellular proliferation,
